Trial,Mode,ZScore,BetSide,BetSize,Outcome,Won,PnL,Bankroll
4096,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4097,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
4098,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
4099,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4100,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4101,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
4102,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
4103,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
4104,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
4105,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-15.44
4106,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-14.44
4107,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
4108,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
4109,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4110,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4111,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
4112,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
4113,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
4114,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
4115,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
4116,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
4207,SYNC,2.191,OV,1.00,UN,False,-1.00,-15.44
4208,SYNC,2.191,OV,1.00,UN,False,-1.00,-16.44
4209,SYNC,2.191,OV,1.00,OV,True,1.00,-15.44
4210,SYNC,2.191,OV,1.00,UN,False,-1.00,-16.44
4211,SYNC,2.191,OV,1.00,OV,True,1.00,-15.44
4212,SYNC,2.191,OV,1.00,UN,False,-1.00,-16.44
4213,SYNC,2.191,OV,1.00,OV,True,1.00,-15.44
4214,SYNC,2.191,OV,1.00,UN,False,-1.00,-16.44
4215,SYNC,2.191,OV,1.00,UN,False,-1.00,-17.44
4216,SYNC,2.191,OV,1.00,OV,True,1.00,-16.44
4217,SYNC,2.191,OV,1.00,OV,True,1.00,-15.44
4218,SYNC,2.191,OV,1.00,UN,False,-1.00,-16.44
4219,SYNC,2.191,OV,1.00,OV,True,1.00,-15.44
4220,SYNC,2.191,OV,1.00,UN,False,-1.00,-16.44
4221,SYNC,2.191,OV,1.00,UN,False,-1.00,-17.44
4222,SYNC,2.191,OV,1.00,UN,False,-1.00,-18.44
4223,SYNC,2.191,OV,1.00,OV,True,1.00,-17.44
4224,SYNC,2.191,OV,1.00,OV,True,1.00,-16.44
4225,SYNC,2.191,OV,1.00,OV,True,1.00,-15.44
4226,SYNC,2.191,OV,1.00,UN,False,-1.00,-16.44
4227,SYNC,2.191,OV,1.00,OV,True,1.00,-15.44
4228,SYNC,2.191,OV,1.00,UN,False,-1.00,-16.44
4229,SYNC,2.191,OV,1.00,OV,True,1.00,-15.44
4230,SYNC,2.191,OV,1.00,UN,False,-1.00,-16.44
4231,SYNC,2.191,OV,1.00,OV,True,1.00,-15.44
4232,SYNC,2.191,OV,1.00,OV,True,1.00,-14.44
4233,SYNC,2.191,OV,1.00,UN,False,-1.00,-15.44
4234,SYNC,2.191,OV,1.00,UN,False,-1.00,-16.44
4235,SYNC,2.191,OV,1.00,OV,True,1.00,-15.44
4236,SYNC,2.191,OV,1.00,UN,False,-1.00,-16.44
4237,SYNC,2.191,OV,1.00,UN,False,-1.00,-17.44
4238,SYNC,2.191,OV,1.00,UN,False,-1.00,-18.44
4239,SYNC,2.191,OV,1.00,OV,True,1.00,-17.44
4240,SYNC,2.191,OV,1.00,OV,True,1.00,-16.44
4241,SYNC,2.191,OV,1.00,UN,False,-1.00,-17.44
4242,SYNC,2.191,OV,1.00,UN,False,-1.00,-18.44
4243,SYNC,2.191,OV,1.00,OV,True,1.00,-17.44
4244,SYNC,2.191,OV,1.00,OV,True,1.00,-16.44
4245,SYNC,2.191,OV,1.00,OV,True,1.00,-15.44
4246,SYNC,2.191,OV,1.00,OV,True,1.00,-14.44
4247,SYNC,2.191,OV,1.00,OV,True,1.00,-13.44
4248,SYNC,2.191,OV,1.00,UN,False,-1.00,-14.44
4249,SYNC,2.191,OV,1.00,OV,True,1.00,-13.44
4250,SYNC,2.191,OV,1.00,OV,True,1.00,-12.44
4251,SYNC,2.191,OV,1.00,UN,False,-1.00,-13.44
4252,SYNC,2.191,OV,1.00,UN,False,-1.00,-14.44
4253,SYNC,2.191,OV,1.00,OV,True,1.00,-13.44
4254,SYNC,2.191,OV,1.00,OV,True,1.00,-12.44
4255,SYNC,2.191,OV,1.00,UN,False,-1.00,-13.44
4256,SYNC,2.191,OV,1.00,OV,True,1.00,-12.44
4257,SYNC,2.191,OV,1.00,OV,True,1.00,-11.44
4258,SYNC,2.191,OV,1.00,UN,False,-1.00,-12.44
4259,SYNC,2.191,OV,1.00,OV,True,1.00,-11.44
4260,SYNC,2.191,OV,1.00,UN,False,-1.00,-12.44
4261,SYNC,2.191,OV,1.00,OV,True,1.00,-11.44
4262,SYNC,2.191,OV,1.00,UN,False,-1.00,-12.44
4263,SYNC,2.191,OV,1.00,OV,True,1.00,-11.44
4264,SYNC,2.191,OV,1.00,UN,False,-1.00,-12.44
4265,SYNC,2.191,OV,1.00,OV,True,1.00,-11.44
4266,SYNC,2.191,OV,1.00,OV,True,1.00,-10.44
4267,SYNC,2.191,OV,1.00,OV,True,1.00,-9.44
4268,SYNC,2.191,OV,1.00,UN,False,-1.00,-10.44
4269,SYNC,2.191,OV,1.00,OV,True,1.00,-9.44
4270,SYNC,2.191,OV,1.00,UN,False,-1.00,-10.44
4271,SYNC,2.191,OV,1.00,UN,False,-1.00,-11.44
4272,SYNC,2.191,OV,1.00,UN,False,-1.00,-12.44
4273,SYNC,2.191,OV,1.00,UN,False,-1.00,-13.44
4274,SYNC,2.191,OV,1.00,OV,True,1.00,-12.44
4275,SYNC,2.191,OV,1.00,OV,True,1.00,-11.44
4276,SYNC,2.191,OV,1.00,UN,False,-1.00,-12.44
4277,SYNC,2.191,OV,1.00,UN,False,-1.00,-13.44
4278,SYNC,2.191,OV,1.00,OV,True,1.00,-12.44
4279,SYNC,2.191,OV,1.00,OV,True,1.00,-11.44
4280,SYNC,2.191,OV,1.00,OV,True,1.00,-10.44
4281,SYNC,2.191,OV,1.00,OV,True,1.00,-9.44
4282,SYNC,2.191,OV,1.00,OV,True,1.00,-8.44
4283,SYNC,2.191,OV,1.00,UN,False,-1.00,-9.44
4284,SYNC,2.191,OV,1.00,OV,True,1.00,-8.44
4285,SYNC,2.191,OV,1.00,OV,True,1.00,-7.44
4286,SYNC,2.191,OV,1.00,OV,True,1.00,-6.44
4287,SYNC,2.191,OV,1.00,OV,True,1.00,-5.44
4288,SYNC,2.191,OV,1.00,OV,True,1.00,-4.44
4289,SYNC,2.191,OV,1.00,OV,True,1.00,-3.44
4290,SYNC,2.191,OV,1.00,UN,False,-1.00,-4.44
4291,SYNC,2.191,OV,1.00,UN,False,-1.00,-5.44
4292,SYNC,2.191,OV,1.00,OV,True,1.00,-4.44
4293,SYNC,2.191,OV,1.00,OV,True,1.00,-3.44
4294,SYNC,2.191,OV,1.00,UN,False,-1.00,-4.44
4295,SYNC,2.191,OV,1.00,UN,False,-1.00,-5.44
4296,SYNC,2.191,OV,1.00,OV,True,1.00,-4.44
4297,SYNC,2.191,OV,1.00,OV,True,1.00,-3.44
4298,SYNC,2.191,OV,1.00,UN,False,-1.00,-4.44
4299,SYNC,2.191,OV,1.00,OV,True,1.00,-3.44
4300,SYNC,2.191,OV,1.00,UN,False,-1.00,-4.44
4301,SYNC,2.191,OV,1.00,OV,True,1.00,-3.44
4302,SYNC,2.191,OV,1.00,OV,True,1.00,-2.44
4303,SYNC,2.191,OV,1.00,UN,False,-1.00,-3.44
4304,SYNC,2.191,OV,1.00,UN,False,-1.00,-4.44
4305,SYNC,2.191,OV,1.00,UN,False,-1.00,-5.44
4306,SYNC,2.191,OV,1.00,OV,True,1.00,-4.44
4373,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-3.44
4374,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-4.44
4375,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-3.44
4376,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-2.44
4377,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-1.44
4378,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-2.44
4379,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-1.44
4380,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-2.44
4381,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-3.44
4382,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-4.44
4383,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-5.44
4384,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-4.44
4385,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-5.44
4386,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-6.44
4387,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-7.44
4388,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-8.44
4389,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-7.44
4390,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-8.44
4391,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-9.44
4392,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-10.44
4393,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
4394,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-10.44
4395,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-9.44
4396,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-10.44
4397,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-9.44
4398,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-10.44
4399,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
4400,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4631,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4632,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4633,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4634,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4635,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4636,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4637,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
4638,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
4639,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
4640,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
4641,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4642,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4643,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
4644,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
4645,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
4646,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
4647,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
4648,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
4649,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
4650,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
4651,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
4652,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
4653,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4654,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4655,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
4656,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
4657,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
4658,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
4659,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4660,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-10.44
4661,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
4662,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-10.44
4663,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
4664,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-10.44
4665,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-9.44
4666,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-8.44
4667,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-9.44
4668,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-10.44
4669,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
4670,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4671,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4672,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4673,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
4674,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
4675,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-15.44
4676,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-16.44
4677,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-15.44
4678,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-16.44
4679,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-15.44
4680,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-14.44
4681,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
4682,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
4683,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4684,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4685,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4686,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4687,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
4688,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
4689,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
4690,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
4691,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
4692,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
4693,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
4694,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
4695,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4696,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-10.44
4697,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
4698,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4699,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
4700,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
4701,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
4702,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
4703,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
4704,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
4705,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4706,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-10.44
4707,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-9.44
4708,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-8.44
4709,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-7.44
4710,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-6.44
4711,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-7.44
4712,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-8.44
4713,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-9.44
4714,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-8.44
4715,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-9.44
4716,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-8.44
4717,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-9.44
4718,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-8.44
4719,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-9.44
4720,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-10.44
4721,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-9.44
4722,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-10.44
4723,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
4724,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4725,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
4726,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
4727,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4728,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4729,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4730,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-10.44
4784,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
4785,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4786,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4787,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-10.44
4788,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
4789,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-10.44
4790,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-9.44
4791,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-10.44
4792,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
4793,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-10.44
4794,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-9.44
4795,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-8.44
4796,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-7.44
4797,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-8.44
4798,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-7.44
4799,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-6.44
4800,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-7.44
4801,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-8.44
4802,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-9.44
4803,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-8.44
4804,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-9.44
4805,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-10.44
4806,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
4807,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4808,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4809,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-10.44
4810,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
4811,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-10.44
4812,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
4813,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
4814,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
4815,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-10.44
4816,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
4817,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-10.44
4818,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
4819,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-10.44
4820,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-9.44
4821,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-8.44
4822,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-9.44
4823,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-8.44
4824,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-9.44
4825,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-10.44
4826,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
4827,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-10.44
4828,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
4829,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
5018,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
5019,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
5020,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
5021,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
5022,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
5023,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
5024,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-15.44
5025,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-14.44
5026,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
5027,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
5028,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
5029,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
5030,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
5031,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
5032,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
5033,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
5034,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
5035,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
5036,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
5037,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
5038,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-15.44
5039,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-14.44
5040,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-15.44
5041,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-14.44
5042,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-15.44
5043,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-14.44
5044,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-15.44
5045,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-14.44
5046,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
5047,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
5048,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
5049,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
5050,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
5051,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
5052,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
5053,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
5054,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
5055,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
5056,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-15.44
5057,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-16.44
5058,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-17.44
5059,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-18.44
5172,SYNC,2.191,OV,1.00,UN,False,-1.00,-19.44
5173,SYNC,2.191,OV,1.00,OV,True,1.00,-18.44
5174,SYNC,2.191,OV,1.00,UN,False,-1.00,-19.44
5175,SYNC,2.191,OV,1.00,OV,True,1.00,-18.44
5176,SYNC,2.191,OV,1.00,UN,False,-1.00,-19.44
5177,SYNC,2.191,OV,1.00,OV,True,1.00,-18.44
5178,SYNC,2.191,OV,1.00,UN,False,-1.00,-19.44
5179,SYNC,2.191,OV,1.00,UN,False,-1.00,-20.44
5180,SYNC,2.191,OV,1.00,UN,False,-1.00,-21.44
5181,SYNC,2.191,OV,1.00,OV,True,1.00,-20.44
5182,SYNC,2.191,OV,1.00,OV,True,1.00,-19.44
5183,SYNC,2.191,OV,1.00,OV,True,1.00,-18.44
5184,SYNC,2.191,OV,1.00,UN,False,-1.00,-19.44
5185,SYNC,2.191,OV,1.00,UN,False,-1.00,-20.44
5186,SYNC,2.191,OV,1.00,UN,False,-1.00,-21.44
5187,SYNC,2.191,OV,1.00,OV,True,1.00,-20.44
5188,SYNC,2.191,OV,1.00,OV,True,1.00,-19.44
5189,SYNC,2.191,OV,1.00,UN,False,-1.00,-20.44
5190,SYNC,2.191,OV,1.00,OV,True,1.00,-19.44
5191,SYNC,2.191,OV,1.00,OV,True,1.00,-18.44
5192,SYNC,2.191,OV,1.00,OV,True,1.00,-17.44
5193,SYNC,2.191,OV,1.00,OV,True,1.00,-16.44
5194,SYNC,2.191,OV,1.00,UN,False,-1.00,-17.44
5195,SYNC,2.191,OV,1.00,UN,False,-1.00,-18.44
5196,SYNC,2.191,OV,1.00,OV,True,1.00,-17.44
5197,SYNC,2.191,OV,1.00,UN,False,-1.00,-18.44
5198,SYNC,2.191,OV,1.00,OV,True,1.00,-17.44
5199,SYNC,2.191,OV,1.00,OV,True,1.00,-16.44
5200,SYNC,2.191,OV,1.00,OV,True,1.00,-15.44
5201,SYNC,2.191,OV,1.00,UN,False,-1.00,-16.44
5202,SYNC,2.191,OV,1.00,UN,False,-1.00,-17.44
5203,SYNC,2.191,OV,1.00,OV,True,1.00,-16.44
5204,SYNC,2.191,OV,1.00,UN,False,-1.00,-17.44
5205,SYNC,2.191,OV,1.00,UN,False,-1.00,-18.44
5206,SYNC,2.191,OV,1.00,OV,True,1.00,-17.44
5207,SYNC,2.191,OV,1.00,UN,False,-1.00,-18.44
5208,SYNC,2.191,OV,1.00,OV,True,1.00,-17.44
